id,focus,signal,slack,drag,confidence,score,lane
l001,join width,35,33,6,25,131,watch
l002,constraint risk,35,34,6,55,163,watch
l003,plan drift,35,35,6,85,195,watch
l004,index fit,35,36,18,25,77,hold
l005,join width,35,37,18,55,109,hold
l006,constraint risk,35,38,18,85,141,watch
l007,plan drift,35,39,34,25,3,hold
l008,index fit,35,40,34,55,35,hold
l009,join width,35,41,34,85,67,hold
l010,constraint risk,60,42,6,25,199,watch
l011,plan drift,60,43,6,55,231,ship
l012,index fit,60,44,6,85,263,ship
l013,join width,60,45,18,25,145,watch
l014,constraint risk,60,46,18,55,177,watch
l015,plan drift,60,47,18,85,209,ship
l016,index fit,60,48,34,25,71,hold
l017,join width,60,32,34,55,69,hold
l018,constraint risk,60,33,34,85,101,hold
l019,plan drift,85,34,6,25,233,ship
l020,index fit,85,35,6,55,265,ship
l021,join width,85,36,6,85,297,ship
l022,constraint risk,85,37,18,25,179,watch
l023,plan drift,85,38,18,55,211,ship
l024,index fit,85,39,18,85,243,ship
l025,join width,85,40,34,25,105,hold
l026,constraint risk,85,41,34,55,137,watch
l027,plan drift,85,42,34,85,169,watch
